intent_satisfaction,mean_priority_action_ratio,mean_priority_th_mbps,mean_protected_th_mbps,priority_min_ratio,priority_slice,run_id,scenario,seed,sla_satisfaction,steps
0.5628888888888889,54.8,48.96712696731668,41.81501882911434,55.0,1:123456,five-ue-traffic-v5-balanced-ddpg_only-seed1-1784801425929,balanced,1,0.9938333333333333,18000
0.7658888888888888,59.71483333333333,55.58337009302349,36.359096171404175,55.0,1:ffffff,five-ue-traffic-v5-balanced-ddpg_only-seed1-1784801425929,balanced,1,0.983,18000
